,Unnamed: 0,Season,TeamName,Off_1,RankOff_1,Off_2,RankOff_2,Off_3,RankOff_3,Def_1,RankDef_1,Def_2,RankDef_2,Def_3,RankDef_3
3025,,2016,San Diego,20.0457,202.0,47.7441,255.0,32.2102,105.0,23.0426,55.0,51.5362,118.0,25.4212,314.0
3026,,2016,Connecticut,18.5481,273.0,52.3755,102.0,29.0764,179.0,20.7877,163.0,47.7024,270.0,31.5098,88.0
3027,,2016,Oregon,21.6058,119.0,51.8263,122.0,26.5679,245.0,18.6374,273.0,50.5873,156.0,30.7753,119.0
3028,,2016,Pepperdine,22.1435,83.0,57.1302,16.0,20.7263,339.0,17.5603,297.0,54.4236,48.0,28.0161,230.0
3029,,2016,UNLV,22.0916,85.0,48.299,245.0,29.6094,157.0,22.997,58.0,51.2776,127.0,25.7254,304.0
3030,,2016,Louisiana Tech,21.9044,96.0,51.2464,144.0,26.8492,236.0,19.2391,242.0,54.3018,50.0,26.4591,289.0
3031,,2016,Georgia Southern,21.9878,90.0,42.0066,342.0,36.0056,33.0,22.9374,62.0,46.3282,303.0,30.7344,122.0
3032,,2016,Monmouth,22.8242,53.0,47.6057,262.0,29.5701,159.0,21.9662,98.0,44.6237,327.0,33.4101,35.0
3033,,2016,UT Arlington,19.7072,218.0,46.8468,276.0,33.4459,69.0,23.3488,43.0,42.3223,345.0,34.329,25.0
3034,,2016,Oregon St.,20.0718,201.0,51.3696,137.0,28.5586,195.0,21.5785,122.0,48.4489,242.0,29.9726,153.0
3035,,2016,UNC Greensboro,15.5095,342.0,47.7006,259.0,36.7899,25.0,21.8316,106.0,43.9236,332.0,34.2448,26.0
3036,,2016,UC Santa Barbara,16.1922,338.0,51.5125,131.0,32.2954,100.0,23.6079,38.0,46.2954,304.0,30.0966,145.0
3037,,2016,Wofford,21.8765,102.0,42.6214,337.0,35.5021,38.0,20.8969,156.0,56.2182,17.0,22.8849,340.0
3038,,2016,Evansville,24.2015,22.0,56.5111,24.0,19.2875,346.0,19.1027,253.0,53.284,65.0,27.6133,244.0
3039,,2016,Nevada,25.8393,2.0,53.791,75.0,20.3697,341.0,22.2903,79.0,49.7894,188.0,27.9203,234.0
3040,,2016,Saint Louis,21.7949,106.0,49.8575,191.0,28.3476,200.0,21.9089,101.0,46.8547,291.0,31.2364,100.0
3041,,2016,Montana,19.2716,239.0,49.3315,210.0,31.397,120.0,24.8303,12.0,47.8177,267.0,27.3521,256.0
3042,,2016,Brown,20.6494,170.0,46.1695,294.0,33.1811,79.0,19.7443,217.0,49.4318,206.0,30.8239,117.0
3043,,2016,Fresno St.,21.3675,129.0,53.2357,84.0,25.3968,271.0,24.8621,11.0,45.227,320.0,29.9109,156.0
3044,,2016,UC Davis,18.3107,283.0,54.9887,43.0,26.7007,241.0,19.0451,257.0,51.3528,122.0,29.6021,170.0
3045,,2016,Michigan St.,16.2549,336.0,49.266,215.0,34.4791,56.0,21.9599,99.0,50.7795,149.0,27.2606,262.0
3046,,2016,Stephen F. Austin,18.9713,254.0,50.9275,153.0,30.1012,144.0,21.595,120.0,54.4795,46.0,23.9254,332.0
3047,,2016,Texas A&M Corpus Chris,22.1188,84.0,51.1525,146.0,26.7287,239.0,24.5654,16.0,45.6542,319.0,29.7804,161.0
3048,,2016,Morgan St.,21.7499,112.0,55.2645,38.0,22.9857,323.0,20.4998,178.0,56.1777,19.0,23.3225,335.0
3049,,2016,Navy,21.6806,117.0,59.2386,6.0,19.0808,348.0,22.1743,87.0,42.6245,344.0,35.2011,14.0
3050,,2016,Central Connecticut,19.0678,251.0,54.8729,45.0,26.0593,253.0,16.4903,328.0,55.9965,23.0,27.5132,249.0
3051,,2016,Louisiana Monroe,18.1858,288.0,54.3383,58.0,27.4759,224.0,19.7233,219.0,48.8175,229.0,31.4592,91.0
3052,,2016,LSU,21.8678,103.0,54.7271,48.0,23.4051,315.0,17.735,292.0,51.3567,121.0,30.9084,113.0
3053,,2016,Alabama,20.8846,157.0,43.6845,327.0,35.4309,39.0,21.9893,94.0,49.777,190.0,28.2337,225.0
3054,,2016,Massachusetts,20.612,171.0,49.5538,197.0,29.8343,151.0,23.321,46.0,50.103,178.0,26.576,284.0
3055,,2016,Murray St.,19.1118,249.0,49.3014,213.0,31.5868,112.0,21.7524,110.0,50.7387,150.0,27.5089,250.0
3056,,2016,Alcorn St.,22.3712,75.0,50.7511,158.0,26.8777,233.0,21.4742,127.0,48.1572,256.0,30.3686,132.0
3057,,2016,Temple,16.2329,337.0,50.0221,187.0,33.745,65.0,18.6547,272.0,54.9776,34.0,26.3677,294.0
3058,,2016,Cleveland St.,19.1372,247.0,54.646,49.0,26.2168,251.0,22.9626,61.0,49.2809,209.0,27.7565,239.0
3059,,2016,East Tennessee St.,18.7883,262.0,48.773,233.0,32.4387,96.0,22.162,88.0,48.4308,244.0,29.4072,177.0
